Product_Collection,Vertical_Segment,Processor_Number,Recommended_Customer_Price,nb_of_Cores,nb_of_Threads,Processor_Base_Frequency,Max_Turbo_Frequency,Cache,Bus_Speed,TDP,Embedded_Options_Available,Conflict_Free,Max_Memory_Size,Memory_Types,Max_nb_of_Memory_Channels,Max_Memory_Bandwidth,ECC_Memory_Supported,PCI_Express_Revision,PCI_Express_Configurations_,Max_nb_of_PCI_Express_Lanes,T,Intel_Hyper_Threading_Technology_,Intel_Virtualization_Technology_VTx_,Intel_64_,Instruction_Set,Instruction_Set_Extensions,Idle_States,Thermal_Monitoring_Technologies,Secure_Key,Execute_Disable_Bit,,,,,,
Intel Xeon Processor E7 v4 Family,Server,7250F,$2,591,68,,1.40 GHz,1.60 GHz,34 MB L2,,230 W,No,Yes,384 GB,DDR4-2400,6,115.2 GB/s,Yes,3,x16 port (Port and 3) may negotiate down to x8, x4, x2, or x1. x4 port (Port1) may negotiate down to x2, or x1,4,,,No,Yes,64-bit,Intel(R) AVX-512,Yes,Yes,,Yes,
Intel Xeon Processor E7 v4 Family,Server,7250,$2,436,68,,1.40 GHz,1.60 GHz,34 MB L2,,215 W,No,Yes,384 GB,DDR4-2400,6,115.2 GB/s,Yes,3,x16 port (Port and 3) may negotiate down to x8, x4, x2, or x1. x4 port (Port1) may negotiate down to x2, or x1,36,,,No,Yes,64-bit,Intel(R) AVX-512,Yes,Yes,,Yes,
Intel Xeon Processor E7 v4 Family,Server,7230F,$2,147,64,,1.30 GHz,1.50 GHz,32 MB L2,,230 W,No,Yes,384 GB,DDR4-2400,6,115.2 GB/s,Yes,3,x16 port (Port and 3) may negotiate down to x8, x4, x2, or x1. x4 port (Port1) may negotiate down to x2, or x1,4,,,No,Yes,64-bit,Intel(R) AVX-512,Yes,Yes,,Yes,
Intel Xeon Processor E7 v4 Family,Server,7230,$1,992,64,,1.30 GHz,1.50 GHz,32 MB L2,,215 W,No,Yes,384 GB,DDR4-2400,6,115.2 GB/s,Yes,3,x16 port (Port and 3) may negotiate down to x8, x4, x2, or x1. x4 port (Port1) may negotiate down to x2, or x1,36,,,No,Yes,64-bit,Intel(R) AVX-512,Yes,Yes,,Yes,
Intel Xeon Processor W Family,Server,7210F,$2,36,64,,1.30 GHz,1.50 GHz,32 MB L2,,230 W,No,Yes,384 GB,DDR4-2133,6,102 GB/s,Yes,3,x16 port (Port and 3) may negotiate down to x8, x4, x2, or x1. x4 port (Port1) may negotiate down to x2, or x1,4,,,No,Yes,64-bit,Intel(R) AVX-512,Yes,Yes,,Yes,
Intel Xeon Processor W Family,Server,7210,$1,881,64,,1.30 GHz,1.50 GHz,32 MB L2,,215 W,No,Yes,384 GB,DDR4-2133,6,102 GB/s,Yes,3,x16 port (Port and 3) may negotiate down to x8, x4, x2, or x1. x4 port (Port1) may negotiate down to x2, or x1,36,,,No,Yes,64-bit,Intel(R) AVX-512,Yes,Yes,,Yes,
Intel Xeon Processor W Family,Server,9750,$3,750,4,8,2.53 GHz,,32 MB,6.4 GT/s QPI,170 W,No,,,,,,Yes,,,,95.0 C,Yes,Yes,,,,,,,Yes,,,,,
Intel Xeon Processor W Family,Server,9740,$2,650,8,16,2.13 GHz,,24 MB,6.4 GT/s QPI,170 W,No,,,,,,Yes,,,,95.0 C,Yes,Yes,,,,,,,Yes,,,,,
Intel Xeon Processor W Family,Server,9720,$1,350,4,8,1.73 GHz,,20 MB,6.4 GT/s QPI,130 W,No,,,,,,Yes,,,,95.0 C,Yes,Yes,,,,,,,Yes,,,,,
Intel Xeon Processor W Family,Server,9540,$2,650,8,16,2.13 GHz,,24 MB,6.4 GT/s QPI,170 W,No,,,,,,Yes,,,,95 C,Yes,Yes,,,,,,,Yes,,,,,
Intel Xeon Processor W Family,Server,9550,$3,750,4,8,2.40 GHz,,32 MB,6.4 GT/s QPI,170 W,No,,,,,,Yes,,,,95 C,Yes,Yes,,,,,,,Yes,,,,,
Intel Xeon Scalable Processors,Server,9560,$4,650,8,16,2.53 GHz,,32 MB,6.4 GT/s QPI,170 W,No,,,,,,Yes,,,,95 C,Yes,Yes,,,,,,,Yes,,,,,
Intel Xeon Scalable Processors,Server,E7-2850V2,N/A,12,24,2.30 GHz,2.80 GHz,24 MB,7.2 GT/s QPI,105 W,No,Yes,1.54 TB,DDR3 1066/1333/1600,4,68 GB/s,Yes,3,x4, x8, x16,32,68Â°C,Yes,Yes,Yes,64-bit,AVX,Yes,Yes,Yes,Yes,,,,
Intel Xeon Scalable Processors,Server,E7-4809V3,$1,223,8,16,2.00 GHz,,20 MB Last Level Cache,6.4 GT/s QPI,115 W,No,Yes,1.54 TB,"DDR4-1333/1600/1866,
DDR3-1066/1333",4,85 GB/s,Yes,3,x4, x8, x16,32,70Â°C,Yes,Yes,Yes,64-bit,AVX 2.0,Yes,Yes,Yes,Yes,,,
Intel Xeon Scalable Processors,Server,E7-4809V4,$1,223,8,16,2.10 GHz,,20 MB,6.4 GT/s QPI,115 W,No,Yes,3.07 TB,DDR4-1333/1600/1866   DDR3-1066/1333,4,85 GB/s,Yes,3,x4, x8, x16,32,69Â°C,Yes,Yes,Yes,64-bit,AVX 2.0,Yes,Yes,Yes,Yes,,,
Intel Xeon Scalable Processors,Server,3104,$213.00 - $223.00,6,6,1.70 GHz,,8.25 MB L3,,85 W,No,Yes,768 GB,DDR4-2133,6,,Yes,3,,48,78Â°C,No,Yes,Yes,,Intel SSE4.2, Intel AVX, Intel AVX2, Intel AVX-512,,,,Yes,,,
Intel Xeon Scalable Processors,Server,D1507,$103.00 ,2,2,1.20 GHz,,3 MB,,20 W,Yes,Yes,128 GB,DDR4, DDR3,2,,Yes,2.0/3.0,x4 x8 x16,32,,No,Yes,Yes,64-bit,AVX 2.0,Yes,Yes,Yes,Yes,,,,,
Intel Xeon Scalable Processors,Server,D1508,$129.00 ,2,4,2.20 GHz,2.60 GHz,3 MB,,25 W,Yes,Yes,128 GB,DDR4, DDR3,2,,Yes,2.0/3.0,x4 x8 x16,32,,Yes,Yes,Yes,64-bit,AVX 2.0,Yes,Yes,Yes,Yes,,,,,
Intel Xeon Scalable Processors,Server,D1509,$156.00 ,2,2,1.50 GHz,,3 MB,,19 W,Yes,Yes,128 GB,DDR4, DDR3,2,,Yes,2.0/3.0,x4 x8 x16,32,,No,Yes,Yes,64-bit,AVX 2.0,Yes,Yes,Yes,Yes,,,,,
Intel Xeon Scalable Processors,Server,D1517,$194.00 ,4,8,1.60 GHz,2.20 GHz,6 MB,,25 W,Yes,Yes,128 GB,DDR4, DDR3,2,,Yes,2.0/3.0,x4 x8 x16,32,,Yes,Yes,Yes,64-bit,AVX 2.0,Yes,Yes,Yes,Yes,,,,,
Intel Xeon Scalable Processors,Server,D1519,$200.00 ,4,8,1.50 GHz,2.10 GHz,6 MB,,25 W,Yes,Yes,128 GB,DDR4, DDR3,2,,Yes,2.0/3.0,x4 x8 x16,32,,Yes,Yes,Yes,64-bit,AVX 2.0,Yes,Yes,Yes,Yes,,,,,
Intel Xeon Scalable Processors,Server,3106,$306.00 - $316.00,8,8,1.70 GHz,,11 MB L3,,85 W,Yes,Yes,768 GB,DDR4-2133,6,,Yes,3,,48,77Â°C,No,Yes,Yes,,Intel SSE4.2, Intel AVX, Intel AVX2, Intel AVX-512,,,,Yes,,,
Intel Xeon Scalable Processors,Server,4108,$417.00 - $427.00,8,16,1.80 GHz,3.00 GHz,11 MB L3,,85 W,No,Yes,768 GB,DDR4-2400,6,,Yes,3,,48,77Â°C,Yes,Yes,Yes,,Intel SSE4.2, Intel AVX, Intel AVX2, Intel AVX-512,,,,Yes,,,
Intel Xeon Scalable Processors,Server,4109T,$501.00 ,8,16,2.00 GHz,3.00 GHz,11 MB L3,,70 W,Yes,Yes,768 GB,DDR4-2400,6,,Yes,3,,48,90Â°C,Yes,Yes,Yes,,Intel SSE4.2, Intel AVX, Intel AVX2, Intel AVX-512,,,,Yes,,,
Intel Xeon Scalable Processors,Server,4110,$501.00 - $511.00,8,16,2.10 GHz,3.00 GHz,11 MB L3,,85 W,Yes,Yes,768 GB,DDR4-2400,6,,Yes,3,,48,77Â°C,Yes,Yes,Yes,,Intel SSE4.2, Intel AVX, Intel AVX2, Intel AVX-512,,,,Yes,,,
Intel Xeon Scalable Processors,Server,4112,$473.00 - $483.00,4,8,2.60 GHz,3.00 GHz,8.25 MB L3,,85 W,No,Yes,768 GB,DDR4-2400,6,,Yes,3,,48,76Â°C,Yes,Yes,Yes,,Intel SSE4.2, Intel AVX, Intel AVX2, Intel AVX-512,,,,Yes,,,
Intel Xeon Scalable Processors,Server,4114T,$773.00 ,10,20,2.20 GHz,3.00 GHz,13.75 MB L3,,85 W,Yes,Yes,768 GB,DDR4-2400,6,,Yes,3,,48,92Â°C,Yes,Yes,Yes,,Intel SSE4.2, Intel AVX, Intel AVX2, Intel AVX-512,,,,Yes,,,
Intel Xeon Scalable Processors,Server,4114,$694.00 - $704.00,10,20,2.20 GHz,3.00 GHz,13.75 MB L3,,85 W,No,Yes,768 GB,DDR4-2400,6,,Yes,3,,48,78Â°C,Yes,Yes,Yes,,Intel SSE4.2, Intel AVX, Intel AVX2, Intel AVX-512,,,,Yes,,,
Intel Xeon Scalable Processors,Server,4116,$1002.00 - $1012.00,12,24,2.10 GHz,3.00 GHz,16.5 MB L3,,85 W,Yes,Yes,768 GB,DDR4-2400,6,,Yes,3,,48,76Â°C,Yes,Yes,Yes,,Intel SSE4.2, Intel AVX, Intel AVX2, Intel AVX-512,,,,Yes,,,
Intel Xeon Scalable Processors,Server,5115,$1,221,10,20,2.40 GHz,3.20 GHz,13.75 MB L3,,85 W,No,Yes,768 GB,DDR4-2400,6,,Yes,3,,48,76Â°C,Yes,Yes,Yes,,Intel SSE4.2, Intel AVX, Intel AVX2, Intel AVX-512,,,,Yes,,
Intel Xeon Scalable Processors,Server,5118,$1,273,12,24,2.30 GHz,3.20 GHz,16.5 MB L3,,105 W,Yes,Yes,768 GB,DDR4-2400,6,,Yes,3,,48,81Â°C,Yes,Yes,Yes,,Intel SSE4.2, Intel AVX, Intel AVX2, Intel AVX-512,,,,Yes,,
Intel Xeon Scalable Processors,Server,5120,$1555.00 - $1561.00,14,28,2.20 GHz,3.20 GHz,19.25 MB L3,,105 W,No,Yes,768 GB,DDR4-2400,6,,Yes,3,,48,81Â°C,Yes,Yes,Yes,,Intel SSE4.2, Intel AVX, Intel AVX2, Intel AVX-512,,,,Yes,,,
Intel Xeon Scalable Processors,Server,5122,$1221.00 - $1227.00,4,8,3.60 GHz,3.70 GHz,16.5 MB L3,,105 W,No,Yes,768 GB,DDR4-2666,6,,Yes,3,,48,71Â°C,Yes,Yes,Yes,,Intel SSE4.2, Intel AVX, Intel AVX2, Intel AVX-512,,,,Yes,,,
Intel Xeon Scalable Processors,Server,5120T,$1,727,14,28,2.20 GHz,3.20 GHz,19.25 MB L3,,105 W,Yes,Yes,768 GB,DDR4-2400,6,,Yes,3,,48,89Â°C,Yes,Yes,Yes,,Intel SSE4.2, Intel AVX, Intel AVX2, Intel AVX-512,,,,Yes,,
Intel Xeon Scalable Processors,Server,6126,$1,776,12,24,2.60 GHz,3.70 GHz,19.25 MB L3,,125 W,Yes,Yes,768 GB,DDR4-2666,6,,Yes,3,,48,86Â°C,Yes,Yes,Yes,,Intel SSE4.2, Intel AVX, Intel AVX2, Intel AVX-512,,,,Yes,,
Intel Xeon Scalable Processors,Server,6126F,$1,931,12,24,2.60 GHz,3.70 GHz,19.25 MB L3,,135 W,No,Yes,768 GB,DDR4-2666,6,,Yes,3,,48,86Â°C,Yes,Yes,Yes,,Intel SSE4.2, Intel AVX, Intel AVX2, Intel AVX-512,,,,Yes,,
Intel Xeon Scalable Processors,Server,6126T,$1,865,12,24,2.60 GHz,3.70 GHz,19.25 MB L3,,125 W,Yes,Yes,768 GB,DDR4-2666,6,,Yes,3,,48,89Â°C,Yes,Yes,Yes,,Intel SSE4.2, Intel AVX, Intel AVX2, Intel AVX-512,,,,Yes,,
Intel Xeon Scalable Processors,Server,6128,$1691.00 - $1697.00,6,12,3.40 GHz,3.70 GHz,19.25 MB L3,,115 W,No,Yes,768 GB,DDR4-2666,6,,Yes,3,,48,74Â°C,Yes,Yes,Yes,,Intel SSE4.2, Intel AVX, Intel AVX2, Intel AVX-512,,,,Yes,,,
Intel Xeon Scalable Processors,Server,6130,$1894.00 - $1900.00,16,32,2.10 GHz,3.70 GHz,22 MB L3,,125 W,Yes,Yes,768 GB,DDR4-2666,6,,Yes,3,,48,87Â°C,Yes,Yes,Yes,,Intel SSE4.2, Intel AVX, Intel AVX2, Intel AVX-512,,,,Yes,,,
Intel Xeon Scalable Processors,Server,6130F,$2,49,16,32,2.10 GHz,3.70 GHz,22 MB L3,,135 W,No,Yes,768 GB,DDR4-2666,6,,Yes,3,,48,87Â°C,Yes,Yes,Yes,,Intel SSE4.2, Intel AVX, Intel AVX2, Intel AVX-512,,,,Yes,,
Intel Xeon Scalable Processors,Server,6130T,$1,988,16,32,2.10 GHz,3.70 GHz,22 MB L3,,125 W,Yes,Yes,768 GB,DDR4-2666,6,,Yes,3,,48,92Â°C,Yes,Yes,Yes,,Intel SSE4.2, Intel AVX, Intel AVX2, Intel AVX-512,,,,Yes,,
Intel Xeon Scalable Processors,Server,6132,$2,111,14,28,2.60 GHz,3.70 GHz,19.25 MB L3,,140 W,No,Yes,768 GB,DDR4-2666,6,,Yes,3,,48,86Â°C,Yes,Yes,Yes,,Intel SSE4.2, Intel AVX, Intel AVX2, Intel AVX-512,,,,Yes,,
Intel Xeon Scalable Processors,Server,6134M,$5,217,8,16,3.20 GHz,3.70 GHz,24.75 MB L3,,130 W,No,Yes,1.5 TB,DDR4-2666,6,,Yes,3,,48,79Â°C,Yes,Yes,Yes,,Intel SSE4.2, Intel AVX, Intel AVX2, Intel AVX-512,,,,Yes,,
Intel Xeon Scalable Processors,Server,6134,$2214.00 - $2220.00,8,16,3.20 GHz,3.70 GHz,24.75 MB L3,,130 W,No,Yes,768 GB,DDR4-2666,6,,Yes,3,,48,79Â°C,Yes,Yes,Yes,,Intel SSE4.2, Intel AVX, Intel AVX2, Intel AVX-512,,,,Yes,,,
Intel Xeon Scalable Processors,Server,6136,$2,460,12,24,3.00 GHz,3.70 GHz,24.75 MB L3,,150 W,No,Yes,768 GB,DDR4-2666,6,,Yes,3,,48,85Â°C,Yes,Yes,Yes,,Intel SSE4.2, Intel AVX, Intel AVX2, Intel AVX-512,,,,Yes,,
Intel Xeon Scalable Processors,Server,6138,$2612.00 - $2618.00,20,40,2.00 GHz,3.70 GHz,27.5 MB L3,,125 W,Yes,Yes,768 GB,DDR4-2666,6,,Yes,3,,48,86Â°C,Yes,Yes,Yes,,Intel SSE4.2, Intel AVX, Intel AVX2, Intel AVX-512,,,,Yes,,,
Intel Xeon Scalable Processors,Server,6138F,$2,767,20,40,2.00 GHz,3.70 GHz,27.5 MB L3,,135 W,No,Yes,768 GB,DDR4-2666,6,,Yes,3,,48,87Â°C,Yes,Yes,Yes,,Intel SSE4.2, Intel AVX, Intel AVX2, Intel AVX-512,,,,Yes,,
Intel Xeon Scalable Processors,Server,6138T,$2,742,20,40,2.00 GHz,3.70 GHz,27.5 MB L3,,125 W,Yes,Yes,768 GB,DDR4-2666,6,,Yes,3,,48,94Â°C,Yes,Yes,Yes,,Intel SSE4.2, Intel AVX, Intel AVX2, Intel AVX-512,,,,Yes,,
Intel Xeon Scalable Processors,Server,6140,$2445.00 - $2451.00,18,36,2.30 GHz,3.70 GHz,24.75 MB L3,,140 W,No,Yes,768 GB,DDR4-2666,6,,Yes,3,,48,91Â°C,Yes,Yes,Yes,,Intel SSE4.2, Intel AVX, Intel AVX2, Intel AVX-512,,,,Yes,,,
Intel Xeon Scalable Processors,Server,6140M,$5,448,18,36,2.30 GHz,3.70 GHz,24.75 MB L3,,140 W,No,Yes,1.5 TB,DDR4-2666,6,,Yes,3,,48,91Â°C,Yes,Yes,Yes,,Intel SSE4.2, Intel AVX, Intel AVX2, Intel AVX-512,,,,Yes,,
Intel Xeon Scalable Processors,Server,6142,$2946.00 - $2952.00,16,32,2.60 GHz,3.70 GHz,22 MB L3,,150 W,No,Yes,768 GB,DDR4-2666,6,,Yes,3,,48,85Â°C,Yes,Yes,Yes,,Intel SSE4.2, Intel AVX, Intel AVX2, Intel AVX-512,,,,Yes,,,
Intel Xeon Scalable Processors,Server,6142M,$5,949,16,32,2.60 GHz,3.70 GHz,22 MB L3,,150 W,No,Yes,1.5 TB,DDR4-2666,6,,Yes,3,,48,85Â°C,Yes,Yes,Yes,,Intel SSE4.2, Intel AVX, Intel AVX2, Intel AVX-512,,,,Yes,,
Intel Xeon Scalable Processors,Server,6144,$2,925,8,16,3.50 GHz,4.20 GHz,24.75 MB L3,,150 W,No,Yes,768 GB,DDR4-2666,6,,Yes,3,,48,75Â°C,Yes,Yes,Yes,,Intel SSE4.2, Intel AVX, Intel AVX2, Intel AVX-512,,,,Yes,,
Intel Xeon Scalable Processors,Server,6142F,$3,101,16,32,2.60 GHz,3.70 GHz,22 MB L3,,160 W,No,Yes,768 GB,DDR4-2666,6,,Yes,3,,48,87Â°C,Yes,Yes,Yes,,Intel SSE4.2, Intel AVX, Intel AVX2, Intel AVX-512,,,,Yes,,
Intel Xeon Scalable Processors,Server,6146,$3,286,12,24,3.20 GHz,4.20 GHz,24.75 MB L3,,165 W,No,Yes,768 GB,DDR4-2666,6,,Yes,3,,48,76Â°C,Yes,Yes,Yes,,Intel SSE4.2, Intel AVX, Intel AVX2, Intel AVX-512,,,,Yes,,
Intel Xeon Scalable Processors,Server,6148,$3072.00 - $3078.00,20,40,2.40 GHz,3.70 GHz,27.5 MB L3,,150 W,No,Yes,768 GB,DDR4-2666,6,,Yes,3,,48,86Â°C,Yes,Yes,Yes,,Intel SSE4.2, Intel AVX, Intel AVX2, Intel AVX-512,,,,Yes,,,
Intel Xeon Scalable Processors,Server,6148F,$3,227,20,40,2.40 GHz,3.70 GHz,27.5 MB L3,,160 W,No,Yes,768 GB,DDR4-2666,6,,Yes,3,,48,87Â°C,Yes,Yes,Yes,,Intel SSE4.2, Intel AVX, Intel AVX2, Intel AVX-512,,,,Yes,,
Intel Xeon Scalable Processors,Server,6150,$3,358,18,36,2.70 GHz,3.70 GHz,24.75 MB L3,,165 W,No,Yes,768 GB,DDR4-2666,6,,Yes,3,,48,89Â°C,Yes,Yes,Yes,,Intel SSE4.2, Intel AVX, Intel AVX2, Intel AVX-512,,,,Yes,,
Intel Xeon Scalable Processors,Server,6152,$3655.00 - $3661.00,22,44,2.10 GHz,3.70 GHz,30.25 MB L3,,140 W,No,Yes,768 GB,DDR4-2666,6,,Yes,3,,48,92Â°C,Yes,Yes,Yes,,Intel SSE4.2, Intel AVX, Intel AVX2, Intel AVX-512,,,,Yes,,,
Intel Xeon Scalable Processors,Server,6154,$3,543,18,36,3.00 GHz,3.70 GHz,24.75 MB L3,,200 W,No,Yes,768 GB,DDR4-2666,6,,Yes,3,,48,82Â°C,Yes,Yes,Yes,,Intel SSE4.2, Intel AVX, Intel AVX2, Intel AVX-512,,,,Yes,,
Intel Xeon Scalable Processors,Server,8153,$3,115,16,32,2.00 GHz,2.80 GHz,22 MB L3,,125 W,No,Yes,768 GB,DDR4-2666,6,,Yes,3,,48,87Â°C,Yes,Yes,Yes,,Intel SSE4.2, Intel AVX, Intel AVX2, Intel AVX-512,,,,Yes,,
Intel Xeon Scalable Processors,Server,8156,$7,7,4,8,3.60 GHz,3.70 GHz,16.5 MB L3,,105 W,No,Yes,768 GB,DDR4-2666,6,,Yes,3,,48,71Â°C,Yes,Yes,Yes,,Intel SSE4.2, Intel AVX, Intel AVX2, Intel AVX-512,,,,Yes,,
Intel Xeon Scalable Processors,Server,8158,$7,7,12,24,3.00 GHz,3.70 GHz,24.75 MB L3,,150 W,No,Yes,768 GB,DDR4-2666,6,,Yes,3,,48,85Â°C,Yes,Yes,Yes,,Intel SSE4.2, Intel AVX, Intel AVX2, Intel AVX-512,,,,Yes,,
Intel Xeon Scalable Processors,Server,8160,$4702.00 - $4708.00,24,48,2.10 GHz,3.70 GHz,33 MB L3,,150 W,No,Yes,768 GB,DDR4-2666,6,,Yes,3,,48,85Â°C,Yes,Yes,Yes,,Intel SSE4.2, Intel AVX, Intel AVX2, Intel AVX-512,,,,Yes,,,
Intel Xeon Scalable Processors,Server,8160F,$4,856,24,48,2.10 GHz,3.70 GHz,33 MB L3,,160 W,No,Yes,768 GB,DDR4-2666,6,,Yes,3,,48,87Â°C,Yes,Yes,Yes,,Intel SSE4.2, Intel AVX, Intel AVX2, Intel AVX-512,,,,Yes,,
Intel Xeon Scalable Processors,Server,8160T,$4,936,24,48,2.10 GHz,3.70 GHz,33 MB L3,,150 W,Yes,Yes,768 GB,DDR4-2666,6,,Yes,3,,48,93Â°C,Yes,Yes,Yes,,Intel SSE4.2, Intel AVX, Intel AVX2, Intel AVX-512,,,,Yes,,
Intel Xeon Scalable Processors,Server,8160M,$7,704,24,48,2.10 GHz,3.70 GHz,33 MB L3,,150 W,No,Yes,1.5 TB,DDR4-2666,6,,Yes,3,,48,85Â°C,Yes,Yes,Yes,,Intel SSE4.2, Intel AVX, Intel AVX2, Intel AVX-512,,,,Yes,,
